TRADE_YMDH,GEN_CD,REVISION,BID_QT,PBID_QT,FUEL_QT,TA_QT,PTA_QT,CONST_QT,CONST_TYPE,CONST_REASON,OPER_BIT,AGC_FLG,GF_FLG,BSF_FLG,TEMPER,A_MAX,A_MIN,GEN_CHG,GF_MAX,GF_MIN,AGC_MIN,AGC_MAX,ECR,EW_CONST,GT_SEQ,AMB_PRESS,WRT_ID,WRT_YMDS,A_MGMIN,SUB_FUEL_USE_YN,LABEL
2025063019,7284,9,967,967,967,967,967,0,0,0,11,1,1,0,0,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025063020,7284,9,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063021,7284,9,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063022,7284,9,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063023,7284,9,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070100,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070101,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070102,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070103,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070104,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070105,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070106,7284,10,967,967,967,967,967,0,0,0,11,1,1,0,0,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025070107,7284,10,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025070108,7284,10,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025070109,7284,10,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025070110,7284,10,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025070111,7284,10,964,964,964,964,964,0,0,0,11,1,1,0,0,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025070112,7284,10,964,964,964,964,964,0,0,0,11,1,1,0,0,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025070113,7284,10,964,964,964,964,964,0,0,0,11,1,1,0,0,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025070114,7284,10,964,964,964,964,964,0,0,0,11,1,1,0,0,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025070115,7284,10,964,964,964,964,964,964,2,5,11,0,0,0,28,964,964,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070116,7284,10,966,966,966,966,966,966,2,5,11,0,0,0,27,966,966,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070117,7284,10,968,968,968,970,970,968,2,5,11,0,0,0,27,968,968,1.0154,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070118,7284,10,963,963,963,970,970,963,2,5,11,0,0,0,25,963,963,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070119,7284,10,969,969,969,970,970,969,2,5,11,0,0,0,25,969,969,1.0154,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070120,7284,10,963,963,963,970,970,963,2,5,11,0,0,0,25,963,963,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070121,7284,10,963,963,963,970,970,963,2,5,11,0,0,0,24,963,963,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070122,7284,10,963,963,963,970,970,963,2,5,11,0,0,0,24,963,963,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070123,7284,10,970,970,970,970,970,970,2,5,11,0,0,0,24,970,970,1.0154,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070200,7284,10,970,970,970,970,970,0,0,0,11,1,1,0,24,970,262,1.0154,970,262,262,970,0,0,12,0,system,2.02507E+13,0,,1
2025070201,7284,10,970,970,970,970,970,0,0,0,11,1,1,0,24,970,262,1.0154,970,262,262,970,0,0,12,0,system,2.02507E+13,0,,1
2025070202,7284,10,970,970,970,970,970,0,0,0,11,1,1,0,24,970,262,1.0154,970,262,262,970,0,0,12,0,system,2.02507E+13,0,,1
2025070203,7284,10,970,970,970,970,970,0,0,0,11,1,1,0,24,970,262,1.0154,970,262,262,970,0,0,12,0,system,2.02507E+13,0,,1
2025063018,7284,10,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063019,7284,10,967,967,967,967,967,0,0,0,11,1,1,0,0,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025063020,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063021,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063022,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063023,7284,10,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070100,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070101,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070102,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070103,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070104,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070105,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070106,7284,11,967,967,967,967,967,0,0,0,11,1,1,0,0,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025070107,7284,11,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025070108,7284,11,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025070109,7284,11,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025070110,7284,11,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025070111,7284,11,964,964,964,964,964,0,0,0,11,1,1,0,0,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025070112,7284,11,964,964,964,964,964,0,0,0,11,1,1,0,0,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025070113,7284,11,964,964,964,964,964,0,0,0,11,1,1,0,0,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025070114,7284,11,964,964,964,964,964,0,0,0,11,1,1,0,0,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025070115,7284,11,964,964,964,964,964,964,2,5,11,0,0,0,28,964,964,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070116,7284,11,966,966,966,966,966,966,2,5,11,0,0,0,27,966,966,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070117,7284,11,968,968,968,970,970,968,2,5,11,0,0,0,27,968,968,1.0154,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070118,7284,11,963,963,963,970,970,963,2,5,11,0,0,0,25,963,963,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070119,7284,11,969,969,969,970,970,969,2,5,11,0,0,0,25,969,969,1.0154,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070120,7284,11,963,963,963,970,970,963,2,5,11,0,0,0,25,963,963,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070121,7284,11,963,963,963,970,970,963,2,5,11,0,0,0,24,963,963,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070122,7284,11,963,963,963,970,970,963,2,5,11,0,0,0,24,963,963,1.0155,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070123,7284,11,961,961,961,970,970,961,2,5,11,0,0,0,24,961,961,1.0156,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
2025070200,7284,11,970,970,970,970,970,0,0,0,11,1,1,0,24,970,262,1.0154,970,262,262,970,0,0,12,0,system,2.02507E+13,0,,1
2025070201,7284,11,970,970,970,970,970,0,0,0,11,1,1,0,24,970,262,1.0154,970,262,262,970,0,0,12,0,system,2.02507E+13,0,,1
2025070202,7284,11,970,970,970,970,970,0,0,0,11,1,1,0,24,970,262,1.0154,970,262,262,970,0,0,12,0,system,2.02507E+13,0,,1
2025070203,7284,11,970,970,970,970,970,0,0,0,11,1,1,0,24,970,262,1.0154,970,262,262,970,0,0,12,0,system,2.02507E+13,0,,1
2025063018,7284,11,966,966,966,966,966,0,0,0,11,1,1,0,0,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063019,7284,11,967,967,967,967,967,0,0,0,11,1,1,0,0,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025063020,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063021,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063022,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063023,7284,11,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063000,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063001,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063002,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063003,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063004,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063005,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063006,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063007,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063008,7284,0,963,963,963,963,963,0,0,0,11,1,1,0,0,963,262,1.0155,963,262,262,963,0,0,12,0,system,2.02507E+13,0,,1
2025063009,7284,0,963,963,963,963,963,0,0,0,11,1,1,0,0,963,262,1.0155,963,262,262,963,0,0,12,0,system,2.02507E+13,0,,1
2025063010,7284,0,963,963,963,963,963,0,0,0,11,1,1,0,0,963,262,1.0155,963,262,262,963,0,0,12,0,system,2.02507E+13,0,,1
2025063011,7284,0,961,961,961,961,961,0,0,0,11,1,1,0,0,961,262,1.0156,961,262,262,961,0,0,12,0,system,2.02507E+13,0,,1
2025063012,7284,0,961,961,961,961,961,0,0,0,11,1,1,0,0,961,262,1.0156,961,262,262,961,0,0,12,0,system,2.02507E+13,0,,1
2025063013,7284,0,961,961,961,961,961,0,0,0,11,1,1,0,0,961,262,1.0156,961,262,262,961,0,0,12,0,system,2.02507E+13,0,,1
2025063014,7284,0,961,961,961,961,961,0,0,0,11,1,1,0,0,961,262,1.0156,961,262,262,961,0,0,12,0,system,2.02507E+13,0,,1
2025063015,7284,0,961,961,961,961,961,0,0,0,11,1,1,0,0,961,262,1.0156,961,262,262,961,0,0,12,0,system,2.02507E+13,0,,1
2025063016,7284,0,961,961,961,961,961,0,0,0,11,1,1,0,0,961,262,1.0156,961,262,262,961,0,0,12,0,system,2.02507E+13,0,,1
2025063017,7284,0,961,961,961,961,961,0,0,0,11,1,1,0,0,961,262,1.0156,961,262,262,961,0,0,12,0,system,2.02507E+13,0,,1
2025063018,7284,0,963,963,963,963,963,0,0,0,11,1,1,0,0,963,262,1.0155,963,262,262,963,0,0,12,0,system,2.02507E+13,0,,1
2025063019,7284,0,963,963,963,963,963,0,0,0,11,1,1,0,0,963,262,1.0155,963,262,262,963,0,0,12,0,system,2.02507E+13,0,,1
2025063020,7284,0,963,963,963,963,963,0,0,0,11,1,1,0,0,963,262,1.0155,963,262,262,963,0,0,12,0,system,2.02507E+13,0,,1
2025063021,7284,0,963,963,963,963,963,0,0,0,11,1,1,0,0,963,262,1.0155,963,262,262,963,0,0,12,0,system,2.02507E+13,0,,1
2025063022,7284,0,963,963,963,963,963,0,0,0,11,1,1,0,0,963,262,1.0155,963,262,262,963,0,0,12,0,system,2.02507E+13,0,,1
2025063023,7284,0,963,963,963,963,963,0,0,0,11,1,1,0,0,963,262,1.0155,963,262,262,963,0,0,12,0,system,2.02507E+13,0,,1
2025070100,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070101,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070102,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070103,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062918,7284,0,967,967,967,967,967,0,0,0,11,1,1,0,0,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025062919,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062920,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062921,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062922,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062923,7284,0,968,968,968,968,968,0,0,0,11,1,1,0,0,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063000,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063001,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063002,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063003,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063004,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063005,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063006,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063007,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063008,7284,1,967,967,967,967,967,0,0,0,11,1,1,0,24,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025063009,7284,1,966,966,966,966,966,0,0,0,11,1,1,0,25,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063010,7284,1,966,966,966,966,966,0,0,0,11,1,1,0,26,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063011,7284,1,966,966,966,966,966,0,0,0,11,1,1,0,27,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063012,7284,1,966,966,966,966,966,0,0,0,11,1,1,0,27,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063013,7284,1,966,966,966,966,966,0,0,0,11,1,1,0,27,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063014,7284,1,966,966,966,966,966,0,0,0,11,1,1,0,27,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063015,7284,1,966,966,966,966,966,0,0,0,11,1,1,0,26,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063016,7284,1,966,966,966,966,966,0,0,0,11,1,1,0,26,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063017,7284,1,966,966,966,966,966,0,0,0,11,1,1,0,25,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063018,7284,1,967,967,967,967,967,0,0,0,11,1,1,0,24,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025063019,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063020,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063021,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063022,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063023,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070100,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070101,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070102,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070103,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062918,7284,1,967,967,967,967,967,0,0,0,11,1,1,0,24,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025062919,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062920,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062921,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062922,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062923,7284,1,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063000,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063001,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063002,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063003,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063004,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063005,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063006,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063007,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063008,7284,2,966,966,966,966,966,0,0,0,11,1,1,0,26,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063009,7284,2,966,966,966,966,966,0,0,0,11,1,1,0,26,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063010,7284,2,966,966,966,966,966,0,0,0,11,1,1,0,27,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063011,7284,2,964,964,964,964,964,0,0,0,11,1,1,0,28,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025063012,7284,2,964,964,964,964,964,0,0,0,11,1,1,0,28,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025063013,7284,2,964,964,964,964,964,0,0,0,11,1,1,0,28,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025063014,7284,2,964,964,964,964,964,0,0,0,11,1,1,0,28,964,262,1.0155,964,262,262,964,0,0,12,0,system,2.02507E+13,0,,1
2025063015,7284,2,966,966,966,966,966,0,0,0,11,1,1,0,27,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063016,7284,2,966,966,966,966,966,0,0,0,11,1,1,0,27,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063017,7284,2,966,966,966,966,966,0,0,0,11,1,1,0,26,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063018,7284,2,966,966,966,966,966,0,0,0,11,1,1,0,25,966,262,1.0155,966,262,262,966,0,0,12,0,system,2.02507E+13,0,,1
2025063019,7284,2,967,967,967,967,967,0,0,0,11,1,1,0,24,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025063020,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063021,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063022,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063023,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070100,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070101,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070102,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025070103,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062918,7284,2,967,967,967,967,967,0,0,0,11,1,1,0,24,967,262,1.0155,967,262,262,967,0,0,12,0,system,2.02507E+13,0,,1
2025062919,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062920,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062921,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062922,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025062923,7284,2,968,968,968,968,968,0,0,0,11,1,1,0,23,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063000,7284,3,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063001,7284,3,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063002,7284,3,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063003,7284,3,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063004,7284,3,968,968,968,968,968,0,0,0,11,1,1,0,22,968,262,1.0154,968,262,262,968,0,0,12,0,system,2.02507E+13,0,,1
2025063005,7284,3,431,431,431,968,968,0,0,0,11,0,0,0,22,431,262,1.0348,0,0,0,0,0,0,12,0,system,2.02507E+13,0,,1
